,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #,Departure,Return,Year,Country,Raw Costs
70,"Aug. 27, 2023 - Sept. 2, 2023",Christopher Ringer,Jeffrey Duncan,R,SC-3,"Lithuania,","Atlantic Council of the United States, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027035.pdf,5,"Aug. 27, 2023 "," Sept. 2, 2023",2023,Lithuania,")

$2387.05 $573.48 $570.68 $8.19 Warsaw Uprising
Museum tour
Private transportation
$8.26 Museum of
Accompanying Qpxupation and Freedom
"
71,"Aug. 25, 2023 - Sept. 2, 2023",Veronica Escobar,Veronica Escobar,D,TX-16,Nepal,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), and Humanity",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027061.pdf,5,"Aug. 25, 2023 "," Sept. 2, 2023",2023,Nepal,Error making sandwich
72,"Aug. 27, 2023 - Sept. 2, 2023",Danielle Lindholm,Maxine Waters,D,CA-43,Lithuania,"Atlantic Council of the United States, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027122.pdf,5,"Aug. 27, 2023 "," Sept. 2, 2023",2023,Lithuania,")

Traveler $2387.05 $573.48 $570.68 $8.19 Warsaw Uprising
Museum tour

Private transportation
$8.26 Museum of
Accompanying NA N/A N/A Qexeupation and Freedom
"
73,"Aug. 27, 2023 - Sept. 2, 2023",Leslie Shedd,Michael McCaul,R,TX-10,"Vilnius, Lithuania","Atlantic Council of the United States, Inc.'s Eurasia Center",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027045.pdf,5,"Aug. 27, 2023 "," Sept. 2, 2023",2023,Lithuania,")

Traveler $2387 05 $8.26 Museum of Occupati
: . pation
$423 $502.31 and Freedom Fights tour
$246 Private bus transport

Accompanying |N/A N/A N/A N/A
"
74,"Aug. 26, 2023 - Sept. 2, 2023",Gary J. Palmer,Gary Palmer,R,AL-6,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027073.pdf,5,"Aug. 26, 2023 "," Sept. 2, 2023",2023,Norway,Error making sandwich
75,"Aug. 26, 2023 - Sept. 2, 2023",Jesse Von Stein,James Baird,R,IN-4,"Georgia, Armenia, Azerbaijan",International Committee of the Red Cross,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027075.pdf,5,"Aug. 26, 2023 "," Sept. 2, 2023",2023,Armenia Azerbaijan,Error making sandwich
76,"Aug. 27, 2023 - Sept. 2, 2023",John Lynch,Jim Costa,D,CA-21,"Lithuania,","Atlantic Council of the United States, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027007.pdf,5,"Aug. 27, 2023 "," Sept. 2, 2023",2023,Lithuania,")

Traveler $2387.05 $573.48 $570.68 $8.19 Warsaw Uprising
Museum tour

Private transportation
$8.26 Museum of
Accompanying NA N/A N/A Qgeupation and Freedom
"
77,"Aug. 27, 2023 - Sept. 2, 2023",Rolando Hernandez,Mark Green,R,TN-7,Lithuania,"Atlantic Council of the United States, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027081.pdf,5,"Aug. 27, 2023 "," Sept. 2, 2023",2023,Lithuania,")

Traveler $2387.05 $573.48 $570.68 $8.19 Warsaw Uprising
Museum tour

Private transportation
$8.26 Museum of
Accompanying NA N/A N/A Qexeupation and Freedom
"
78,"Aug. 26, 2023 - Sept. 2, 2023",Heather Campbell,Kay Granger,R,TX-12,Azerbaijan,International Committee of the Red Cross,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027085.pdf,5,"Aug. 26, 2023 "," Sept. 2, 2023",2023,Azerbaijan,")
Traveler
See attachment
(Expenses)
Accompanying
"
79,"Aug. 26, 2023 - Sept. 1, 2023",Kelly Armstrong,Kelly Armstrong,R,ND-1,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027091.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $10,033 $1,075 $280 $692: AV, meeting
(See Appendix) | (See Appendix) | rooms, conference
services
Accompanying | ¢ 49 933 $280 | $692: AV, meeting
"
80,"Aug. 28, 2023 - Sept. 1, 2023",Griffin Wong,Dean Phillips,D,MN-3,United Kingdom,Employee Ownership Foundation and the Center on Business and Poverty,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027095.pdf,6,"Aug. 28, 2023 "," Sept. 1, 2023",2023,United Kingdom,Error making sandwich
81,"Aug. 26, 2023 - Sept. 1, 2023",Marc Veasey,Marc Veasey,D,TX-33,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027099.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,Error making sandwich
82,"Aug. 22, 2023 - Sept. 1, 2023",Bradley Schneider,Brad Schneider,D,IL-10,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027062.pdf,6,"Aug. 22, 2023 "," Sept. 1, 2023",2023,Norway,Error making sandwich
83,"Aug. 26, 2023 - Sept. 1, 2023",Julia Brownley,Julia Brownley,D,CA-26,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027052.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,")

$1,075 $280 $692: AV, meeting

(See Appendix) | (See Appendix) | rooms, conference
services

Accompanying
"
84,"Aug. 27, 2023 - Sept. 1, 2023",John Joyce,John Joyce,R,PA-13,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027066.pdf,6,"Aug. 27, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $4,070 $1,075 $280 $692: AV, meeting
(See Appendix) | (See Appendix) | rooms, conference
services
Accompanying | ¢4 070 $280 | $692: AV, meeting
"
85,"Aug. 26, 2023 - Sept. 1, 2023",Kathy Castor,Kathy Castor,D,FL-14,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027067.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $8,036 $1,075 $280 $692: AV, meeting
(See Appendix) | (See Appendix) | rooms, conference
services
Accompanying | ¢5 673 $280 | $692: AV, meeting
"
86,"Aug. 23, 2023 - Sept. 1, 2023",Rick Larsen,Rick Larsen,D,WA-2,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027055.pdf,6,"Aug. 23, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $6,828 $1,075 $280 $692: AV, meeting
(See Appendix) | (See Appendix) | rooms, conference
services
Accompanying $6,828 $280 $692: AV, meeting
"
87,"Aug. 22, 2023 - Sept. 1, 2023",Scott Peters,Scott Peters,D,CA-50,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027069.pdf,6,"Aug. 22, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $8,883 $1,075 $280 $692: AV, meeting
(See Appendix) | (See Appendix) | rooms, conference
services
Accompanying $8,883 $280 | $692: AV, meeting
"
88,"Aug. 26, 2023 - Sept. 1, 2023",Sean Casten,Sean Casten,D,IL-6,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027057.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,Error making sandwich
89,"Aug. 26, 2023 - Sept. 1, 2023",Debra Lesko,Debbie Lesko,R,AZ-8,"Bergen, Norway","The Aspen Institute, Inc. Congressional Program)",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027070.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,Error making sandwich
90,"Aug. 26, 2023 - Sept. 1, 2023",David Rouzer,David Rouzer,R,NC-7,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027072.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $1,075 $280 $692: AV, meeting
$8,777 (See Appendix) | (See Appendix) | rooms, conference
services
Accompanying
"
91,"Aug. 27, 2023 - Sept. 1, 2023",Kevin Diamond,Lisa Blunt Rochester,D,DE-1,Lithuania,"Atlantic Council of the United States, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027076.pdf,6,"Aug. 27, 2023 "," Sept. 1, 2023",2023,Lithuania,")
Traveler $2387.05 $423 $453.43 $8.26 Museum of
Occupation and Freedom
Fights tour
$246 Private bus transport
Accompanying |N/A N/A N/A N/A
"
92,"Aug. 26, 2023 - Sept. 1, 2023",Kim Schrier,Kim Schrier,D,WA-8,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027077.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,")
Traveler $1,075 $280 $692: AV, meeting
$6,990 (See Appendix) | (See Appendix) | rooms, conference
services
Accompanying
"
93,"Aug. 26, 2023 - Sept. 1, 2023",Michael Guest,Michael Guest,R,MS-3,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027079.pdf,6,"Aug. 26, 2023 "," Sept. 1, 2023",2023,Norway,Error making sandwich
94,"Aug. 26, 2023 - Aug. 31, 2023",James Johnson,Frank Pallone,D,NJ-6,"Georgia, Armenia, Azerbaijan",International Committee of the Red Cross,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027074.pdf,6,"Aug. 26, 2023 "," Aug. 31, 2023",2023,Armenia Azerbaijan,")
Traveler
See attachment
(Expenses)
Accompanying
"
95,"Aug. 26, 2023 - Aug. 30, 2023","Thomas Kean, Jr.",Thomas Kean,R,NJ-7,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027054.pdf,6,"Aug. 26, 2023 "," Aug. 30, 2023",2023,Norway,")

Traveler

$645 (See
Appendix)* reflects
only Oslo lodging costs

Accompanying
"
96,"Aug. 19, 2023 - Aug. 27, 2023",Philip Singleton,Rich McCormick,R,GA-6,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027021.pdf,6,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,Error making sandwich
97,"Aug. 19, 2023 - Aug. 27, 2023",Sally Fox,Tom Emmer,R,MN-6,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027022.pdf,6,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,")

$789 (security)

Accompanying
"
98,"Aug. 19, 2023 - Aug. 27, 2023",Daniel Ramirez,Joe Wilson,R,SC-2,"Moldova,",Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027048.pdf,6,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,")

Traveler

$4,356 $1,316 $576 $789 (security)

Accompanying
"
99,"Aug. 19, 2023 - Aug. 27, 2023",Philip Singleton,Rich McCormick,R,GA-6,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026994.pdf,6,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,
100,"Aug. 19, 2023 - Aug. 27, 2023",Sally Fox,Tom Emmer,R,MN-6,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026997.pdf,7,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,
101,"Aug. 19, 2023 - Aug. 27, 2023",Andrew Bower,Robert Garcia,D,CA-42,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027031.pdf,7,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,")

Traveler

$4,356 $1,316 $576 $789 (security)

Accompanying
"
102,"Aug. 19, 2023 - Aug. 27, 2023",Angele Griffin,Colin Allred,D,TX-32,Moldova,Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027032.pdf,7,"Aug. 19, 2023 "," Aug. 27, 2023",2023,Moldova,")

Traveler

$4,356 $1,316 $576 $789 (security)

Accompanying
"
103,"Aug. 19, 2023 - Aug. 26, 2023",Nicolas Ruiz,Keith Self,R,TX-3,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027020.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")
158.49 Translation - $139.71
Visa - $10,38

Airport VIP Services -
$151.59

Accompanying
"
104,"Aug. 19, 2023 - Aug. 26, 2023",Arion Laws,Sara Jacobs,D,CA-51,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027046.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")

Traveler 2588.55 723.48 158.49 Translation - $139.71
Visa - $10.38

Airport VIP Services -
$151.59

Accompanying
"
105,"Aug. 19, 2023 - Aug. 26, 2023",Gabrielle Howard,Sydney Kamlager-Dove,D,CA-37,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027050.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")

Traveler 2588.55 723.48 158.49 Translation - $139.71
Visa - $10.38

Airport VIP Services -
$151.59

Accompanying
"
106,"Aug. 19, 2023 - Aug. 26, 2023",Sheyla Marimon,Steven Horsford,D,NV-4,"Chisinau, Moldova",Center for Strategic and International Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027058.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Moldova,")

$789 (security)

Accompanying
"
107,"Aug. 19, 2023 - Aug. 26, 2023",Stephanie Buesser,Elise Stefanik,R,NY-21,"Maputo, Mozambique",World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027059.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")

Traveler 2588.55 723.48 158.49 Translation - $139.71
Visa - $10.38

Airport VIP Services -
$151.59

Accompanying
"
108,"Aug. 19, 2023 - Aug. 26, 2023",Jamari Hartley,Michael Lawler,R,NY-17,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027042.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")

Traveler 2588.55 723.48 158.49 Translation - $139.71
Visa - $10.38

Airport VIP Services -
$151.59

Accompanying
"
109,"Aug. 23, 2023 - Aug. 26, 2023",Tracey Mann,Tracey Mann,R,KS-1,El Salvador,Guatemala Prospera,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027083.pdf,7,"Aug. 23, 2023 "," Aug. 26, 2023",2023,El Salvador,")
$1888.75 $402.20 $450
Traveler
Accompanying
"
110,"Aug. 19, 2023 - Aug. 26, 2023",Alyson Dallas,Austin Scott,R,GA-8,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027030.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,")

Traveler 2588.55 723.48 158.49 Translation - $139.71
Visa - $10.38

Airport VIP Services -
$151.59

Accompanying
"
111,"Aug. 19, 2023 - Aug. 26, 2023",Anna May,Michael Guest,R,MS-3,Mozambique,World Vision Inc.,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027033.pdf,7,"Aug. 19, 2023 "," Aug. 26, 2023",2023,Mozambique,
112,"Aug. 22, 2023 - Aug. 25, 2023",J. Luis Correa,J. Luis Correa,D,CA-46,El Savador,Guatemala Prospera,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026984.pdf,8,"Aug. 22, 2023 "," Aug. 25, 2023",2023,El Savador,")
$1619.75 $403.00 $300
Traveler
Accompanying
"
113,"Aug. 13, 2023 - Aug. 24, 2023",Greg Casar,Greg Casar,D,TX-35,Brazil,Center for Economic and Policy Research and Foundation to Promote Open,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026972.pdf,8,"Aug. 13, 2023 "," Aug. 24, 2023",2023,Brazil,")

Interpretation: $374
$4,546 $1 1380 $672 Photography: $384
Hotel Conference Rooms: $98
M&IE: $55

Traveler

Accompanying
"
114,"Aug. 13, 2023 - Aug. 24, 2023",Greg Casar,Greg Casar,D,TX-35,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027135.pdf,8,"Aug. 13, 2023 "," Aug. 24, 2023",2023,Brazil,")

Interpretation: $301
$4,320 $1 380 $668 Photography: $434
Hotel Conference Rooms: $120
M&IE: $53

Traveler

Accompanying
"
115,"Aug. 12, 2023 - Aug. 23, 2023",Susan Wild,Susan Wild,D,PA-7,Kenya,"Aspen Institute, Inc. and Bill & Melinda Gates Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027060.pdf,8,"Aug. 12, 2023 "," Aug. 23, 2023",2023,Kenya,")

$8189 $1,844: AV, mtg.
space, visa, security,
conference services

$7689 $0 $288 $1,844: AV, mtg.
space, visa, security,
conference services

Accompanying
"
116,"Aug. 12, 2023 - Aug. 22, 2023",Steve Cohen,Steve Cohen,D,TN-9,Kenya,"Aspen Institute, Inc. and Bill & Melinda Gates Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027001.pdf,9,"Aug. 12, 2023 "," Aug. 22, 2023",2023,Kenya,Error making sandwich
117,"Aug. 13, 2023 - Aug. 21, 2023",Gerardo Bonilla,Alexandria Ocasio-Cortez,D,NY-14,Chile,Center for Economic and Policy Research and Foundation to Promote Open,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027016.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Chile,")

Traveler

Interpretation: $374
$2,409 $1 ,210 $760 Photography: $384
Hotel Conference Rooms: $98
Accompanying
"
118,"Aug. 13, 2023 - Aug. 21, 2023",Renata Beca-Barragan,Nydia M. Velázquez,D,NY-7,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open Society,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026913.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,")

Traveler

Interpretation: $374
$2,409 $1 ,210 $616 Photography: $384
Hotel Conference Rooms: $98
Accompanying
"
119,"Aug. 13, 2023 - Aug. 21, 2023",Maxwell Frost,Maxwell Frost,D,FL-10,Brazil,Center for Economic and Policy Research and Foundation to Promote Open,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026921.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,Error making sandwich
120,"Aug. 13, 2023 - Aug. 21, 2023",Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,D,NY-14,Brazil,Center for Economic and Policy Research and Foundation to Promote Open,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026961.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,")

Traveler

Interpretation: $374
$4,955 $1 945 $813 Photography: $384
Hotel Conference Rooms: $98
Accompanying
"
121,"Aug. 13, 2023 - Aug. 21, 2023",Samantha Ramirez Quintero,Maxwell Frost,D,FL-10,"Brazil,","Center for Economic and Policy Reearch, Foundation to Promote Open Society",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026939.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,Error making sandwich
122,"Aug. 13, 2023 - Aug. 21, 2023",Gerardo Bonilla,Alexandria Ocasio-Cortez,D,NY-14,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027138.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,")
Traveler

Int tation: $301
$2,422 $1,210 $753 erator

Hotel Conference Rooms:
$120

Accompanying
"
123,"Aug. 13, 2023 - Aug. 21, 2023",Samantha Ramirez Quintero,Maxwell Frost,D,FL-10,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027134.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,
124,"Aug. 13, 2023 - Aug. 21, 2023",Stephanie Trinh,Greg Casar,D,TX-35,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027136.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,
125,"Aug. 16, 2023 - Aug. 21, 2023",Joaquin Castro,Joaquín Castro,D,TX-20,Chile,Center for Economic and Policy Research and Foundation to Promote Open Society,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026981.pdf,9,"Aug. 16, 2023 "," Aug. 21, 2023",2023,Chile,")

Traveler

Interpretation: $282
$3,552 $736 $361 Photography: $210
Hotel Conference Rooms: $98
Accompanying
"
126,"Aug. 13, 2023 - Aug. 21, 2023",Nydia Velazquez,Nydia M. Velázquez,D,NY-7,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026993.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,")

Traveler

Interpretation: $374
$3,926 $1 310 $61 1 Photography: $384
Hotel Conference Rooms: $98
Accompanying
"
127,"Aug. 13, 2023 - Aug. 21, 2023",Nydia Velazquez,Nydia M. Velázquez,D,NY-7,"Brazil,",Center for Economic and Policy Research and Foundation to Promote Open,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027143.pdf,9,"Aug. 13, 2023 "," Aug. 21, 2023",2023,Brazil,")

Inte tation: $301
$3,939 $1,298 $604 Photography: $434

Hotel Conference Rooms:
$120

Traveler

Accompanying
"
