,row,cost
264,591,")
Traveler $10,855.56 $1,462.28 $1,614.28 $3,148.21
Accompanying $10,855.56 $1,462.28 $1,614.28 $3,148.21

"
265,592,")
| | mtg/dini : $500, $241,
Traveler inane siahdae '$770.00 pos vansport $210, on
Windsor: $40
. |
| 4 | mtg/dini : $500, security $241, |
| Accompanying $4458.85 $0 '$770.00 eeaceetan na |
| "
266,593,")
Traveler $8,673.56 $1,300.81 $1,614.28 $3,148.21
Accompanying $8,673.56 $1,300.81 $1,614.28 $3,148.21
"
267,594,")

Traveler $7,241.16 $1,200.25 $1,614.28 $3,148.21

Accompanying $7,606.16 $1,200.25 $1,614.28 $3,148.21
"
268,596,")

Traveler $8,854.16 $1,300.81 $1,614.28 $3,148.21

Accompanying [$8 354.16 $1,300.81 $1,614.28 $3,148.21
"
269,597,")
Traveler $8,620.16 $1,992.48 $1,614.28 $3,148.21
Accompanying |$g 620.16 n/a $1,614.28 $3,148.21
"
270,599,")

Traveler $9,110.16 $2,447.00 $1,614.28 $3,148.21

Accompanying |n/a n/a n/a nla
"
271,600,")
Traveler $5,460.29 $1,401.37 $1,614.28 $3,148.21
Accompanying $6,861.56 $1,401.37 $1,614.28 $3,148.21
"
272,613,") |

$5173.45 $1413.00 ($770.00 eseryeme neces

Windsor: $40

ini 2 , ity $244,
_ Accompanying ($5173.45 ‘$0 ‘$770.00 lgraund Wonsport $210.tourof” aa

Windsor: $40

| Total Transportation
| Expenses

| Traveler

"
273,614,")

Traveler $8,538.96 $2,260.24 $1,614.28 $3,148.21

Accompanying |n/a n/a n/a nla
"
274,615,")

Traveler $8,620.16 $2,260.24 $1,614.28 $3,148.21

Accompanying |n/a n/a n/a nla
"
275,616,")

Traveler $8,806.16 $2,447.00 $1,614.28 $3,148.21

Accompanying |n/a n/a n/a nla
"
276,617,")

Traveler $8,779.16 $1,300.81 $1,614.28 $3,148.21

Accompanying [$9 150.16 $1,300.81 $1,614.28 $3,148.21
"
277,619,")

Traveler $6,111.26 $797.99 $1,042.04 $3,148.21

Accompanying 1¢6 140.04 $797.99 $1,042.04 $3,148.21
"
278,620,")

Traveler $7,007.56 $1,513.19 $1,211.81 $3,148.21

Accompanying |$7 657.56 $1,513.19 $1,211.81 $3,148.21
"
279,621,") |

|

| Total Transportation _| Total Lodging Total Meal
{— 4

| $7119.35 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

Expenses Expenses Expenses

ground transport: $210, tour of |
Traveler Gindeor $46

|

| i : $500, ity $241,
$7119.35 $0 $770.00 iksenithlpenbelyoreroerag
Windsor: $40

|
| Accompanying
| "
280,622,")
Traveler $7,696.72 $2,260.24 $1,614.28 $3,148.21
Accompanying |n/a n/a nla nla
"
281,623,")

Traveler $7,455.66 $1,690.14 $1,614.28 $3,148.21

Accompanying 1$7 374.16 $1,690.14 $1,614.28 $3,148.21
"
282,624,")
Traveler $5,460.29 $1,401.37 $1,614.28 $3,148.21
Accompanying $6,861.56 $1,401.37 $1,614.28 $3,148.21
"
283,625,")
Traveler $10,286.16 $963.26 $1,371.42 $3,148.21
Accompanying $10,286.16 $963.26 $1,371.42 $3,148.21
"
284,626,")

Traveler $9,200.16 $1,300.81 $1,614.28 $3,148.21

Accompanying |$9 951.16 $1,300.81 $1,614.28 $3,148.21
"
285,629,")

Traveler $6,959.16 $1,200.25 $1,371.42 $3,148.21

Accompanying |$6 959.16 $1,200.25 $1,371.42 $3,148.21
"
286,630,")

Traveler $7,695.16 $1,200.25 $1,371.42 $3,148.21

Accompanying 1¢7 695.16 $1,200.25 $1,371.42 $3,148.21
"
287,633,Error making sandwich
288,634,")
Traveler $3,130.42 $745.04 $408.88 $52 Visa fee
Accompanying |N/A N/A N/A N/A

"
289,637,")

Traveler $7,858.66 $1,200.25 $1,614.28 $3,148.21

Accompanying $7,858.66 $1,200.25 $1,614.28 $3,148.21
"
290,638,")

$7,191.56 $1,699.95 $1,614.28 $3,148.21
.

6. All expenses connected to the trip were for actual costs incurred and not a per die or lump sum payment.
Signify statement is true by checking box.

Traveler

Accompanying
"
291,639,Error making sandwich
292,641,Error making sandwich
293,646,")
mtg/dining rooms: $500, security $244,
Traveler se020-45 $141 3.00 $770.00 arsind transport: $210, tour ai
Windsor: $40
+ —T
Accompanying
"
294,647,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

| /dini : $500, security $241,
Traveler [Se prtsce $770.00 ee re Sica
Windsor: $40
. mtg/dinii : $500, security $241,
Accompanying $9335.65 $0 $770.00 ground transport: $210, tour id
"
295,648,")

$6045.70 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

ground transport: $210, tour of
Windsor: $40

$6045.70 $0 $770.00 mtg/dining rooms: $500, security $241, | .

Accompanying ground transport: $210, tour of
"
296,649,")

Total Transportation as Meal
Expenses

init : $500, ity $241,
ee $1413.00 [$770.00 | nlinparemne S50 song
Windsor: $40
ini : $500, security $241,
Accompanying $770.00 pope $210, rer”
"
297,651,")

$9425.15 $1413.00 1$770.00 mtg/dining rooms: $500, security $241, |

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

ground transport: $210, tour of

Traveler Windsor: $40

Accompanying ground transport: $210, tour of
"
298,652,")
mtg/dining rooms: $500, security $241,
Traveler $4558.85 |s141 3.00 $770.00 ground transport $210, tour of
Windsor: $40
Accompanying .
"
299,653,")

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

$9654.85 sretsen

$770.00

mtg/dining rooms: $500, security $241,
ground transport: $210, tour of
Windsor: $40

Traveler

A $9654.85 $0 mtg/dining rooms: $500, security $241,
Accomp anying ground transport: $210, tour of
"
300,654,")

$3447.35 | $1413.00 $770.00 mtg/dining rooms: $500, security $241,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

ground transport: $210, tour of

Traveler Windsor: $40

$3447.35 $0 $770.00 malin ons S500, set S24,

Accompanying
Windsor: $40

"
301,655,")
Traveler | $9324.05 $1413.00 $770.00 grand tanspare ‘S210, tour of Windsor $40
itg/dinit : $500, ity $241,
Accompanying |$9324.05 $0 $770.00 ground tranepor: $210, our of
"
302,656,")
$961 2.55 $1413.00 $770.00 mtg/dining rooms: $500, security $241,
ground transport: $210, tour of
Traveler Windsor: $40
. /dini : $500, ity $244,
Accompanying $9612.55 $0 $770.00 Seieitenare $210, ea
"
303,657,")

$9275.25 $1 413.00 $770.00 mtg/dining rooms: $500, security $241,

Traveler ground ae $210, tour of
. mtg/dining rooms: $500, security $241,

Accompanying $9275.25 $0 $770.00 ground transperts $210, tour or
"
304,658,")

$9622.15 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

ground transport: $210, tour of
Windsor: $40

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

. + mtg/dining rooms: $500, security $241,
Accompanying $0 $770.00 ground transport: $210, tour of

"
305,659,")

$9214.35 $1413.00 $770.00 mig/dining rooms: $600, security $241,
Traveler ground import $210, tour of
Accompanying
"
306,660,")

Traveler $13,825.73 $898.55 $1,036.03 $3,148.21

Accompanying 1$13,825.73 $898.55 $1,036.03 $3,148.21
"
307,661,")

$4661.95 | $1413.00 $770.00 mtg/dining rooms: $500, security $241,

Total Transportation | Total Lodging _| Total Meal
Expenses Expenses Expenses

ground transport: $210, tour of

Traveler Windsor: $40

—
mig/dining rooms: $500, security $241,
$0 $770.00 ground transport: $210, tour of
Windsor: $40

Accompanying $4661.95
"
308,662,") |
$9227.15 $1413.00 $770.00 mig/dining rooms: $500, security $241,
round transport: $210, tour of
Traveler Windsor $40. —
7 Bg ET
F tg/dini : $500, ity $241,
Accompanying |$9227.15 $0 $770.00 ground transport $210, our of”
"
309,663,")

$7232.75 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

ground transport: $210, tour of
Windsor: $40

$7232.75 $0 $770.00 mtg/dining rooms: $500, security $241,

Accompanying ground transport: $210, tour of
"
310,664,Error making sandwich
311,665,")

= . 5 1
amie $9345.85 $1413.00 $770.00 migitining rooms: BEOO,securky $241
Windsor: $40

+ + : =|
Accompanying $9345.85 $0 $770.00 Send tenet ‘foe =”

"
312,666,Error making sandwich
313,687,")
$4423.45 $1059.75 $577.50 mtg/dining rooms: $375,
Traveler security $181,
i= ground transport: $170
Accompanying $4423.45 $0 $577.50 a rooms: $375,
"
314,703,Error making sandwich
315,721,")
Traveler $10,620.16 $1,078.19 $604.60 $3,148.21
Accompanying |n/a n/a nla nla
"
316,722,")

Traveler $10,620.16 $1,078.19 $604.60 $3,148.21

Accompanying |n/a n/a n/a nla
"
317,723,")

Traveler $5,305.56 $828.21 $604.60 $3,148.21

Accompanying |$5 305.56 $828.21 $604.60 $3,148.21
"
318,724,")

Traveler $7,620.16 $1,013.24 $604.60 $3,148.21

Accompanying |n/a n/a n/a nla
"
319,726,")

Traveler $4,470.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
320,727,Error making sandwich
321,729,")

Traveler $4,475.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
322,730,")

Traveler $4,388.13 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
323,731,Error making sandwich
324,732,")
‘Traveler $4,382.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached
Accompanying |n/a nla nla

"
325,735,")

Traveler $5,945.13 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a
"
326,738,")

Traveler $4,460.40 $2,904.41 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
327,739,")

Traveler $6,811.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

nti

"
328,742,")

165,50 USD 1072,14 USD |

Traveler

Flight Ticket:
9212,24 USD

1207,53 USD

Accompanying

127,55 USD —
"
329,743,")

165,50 USD 1072,14 USD |

Traveler

Flight Ticket:
9212,24 USD

1207,53 USD

Accompanying

127,55 USD —
"
330,766,Error making sandwich
331,769,")

165,50 USD 1072,14 USD |

Traveler

Flight Ticket:
9212,24 USD

1207,53 USD

Accompanying

127,55 USD —
"
332,773,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

~ ve nclude ~ 0H cal Trans neil aie
toe 143 \— WW ek : aie ‘es 250
Accompanying . 02.
"
333,793,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
334,795,Error making sandwich
335,796,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
336,797,")

$2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying |
"
337,798,Error making sandwich
338,799,")

$6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying
"
339,800,")

Traveler . $2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying
"
340,801,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
341,802,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
342,803,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
343,804,")
Traveler $7,414.02 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
344,805,Error making sandwich
345,806,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
346,807,Error making sandwich
347,808,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
348,809,")
Traveler $10,524.92 $1,166.30 $895.19 $2,714.51
Accompanying $40,524.92 $1,166.30 $895.19 $2,714.51

"
349,810,")

Traveler $10,524.92 $1,166.30 $895.19 $2,714.51

Accompanying $10,524.92 $1,166.30 $895.19 $2,714.51
"
350,812,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

~ ve nclude ~ 0H cal Trans neil aie
toe 143 \— WW ek : aie ‘es 250
Accompanying . 02.
"
351,813,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
352,814,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
353,815,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
354,816,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
355,817,Error making sandwich
356,818,")
Travel $733.33 $900.00 $356.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
357,819,")
Travel $924.65 $675.00 $306.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
358,820,")
Travel $1,998.27 $900.00 $356.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
359,821,")
Travel $1,007.51 $900.00 $356.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
360,822,
361,823,")
Travel $848.09 $675.00 $306.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
362,824,")

$1,073.62 $900.00 $356.00 *All air and ground

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler transportation included*
Accompanying |$932.38 $0.00 $171.00 *All air and ground
"
363,825,")
Travel $906.96 $675.00 $306.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
364,826,")

*all air and ground
transportation included*

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

Traveler

$356.00 *all air and ground
transportation included*

Accompanying
"
365,829,")
Traveler $10,558.69 $1,797.60 $895.19 $2,714.51
Accompanying $10,558.69 $1,797.60 $895.19 $2,714.51

"
366,830,")
Traveler $11,177.52 $1,166.30 $895.19 $2,714.51
Accompanying —|$40,925.31 $1,166.30 $895.19 $2,714.51

"
367,835,Error making sandwich
368,836,")

Traveler $7,455.92 $1,166.30 $895.19 $2,714.51

Accompanying $7,445.92 $1,166.30 $895.19 $2,714.51
"
369,840,")

Traveler $10,346.82 $2,204.20 $895.19 $2,714.51

Accompanying $8,521.63 $2,204.20 $895.19 $2,714.51
"
370,849,")
Traveler $11,177.52 $1,166.30 $895.19 $2,714.51
Accompanying —|$40,925.31 $1,166.30 $895.19 $2,714.51

"
371,851,")

Traveler $7,445.92 $1,166.30 $895.19 $2,714.51

Accompanying |$7 445.92 $1,166.30 $895.19 $2,714.51
"
372,856,")
Travel $997.53 $675.00 $356.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
373,858,")
Travel $2,057.15 $675.00 $135.00 *All air and ground
raverer transportation included*
Accompanying |N/A N/A N/A N/A
"
374,864,") _ |
'$10,785.54 ‘$394 ‘$98.40 | $50 (Tanzania visa); $166 |
| Traveler | (aerial briefing); $95 (field
drive) _

ae a 4

Accompanying ($10,785.54 _ |s30 $98.40 $50 (Tanzania visa); $166 |
"
375,868,")
$19,681.49 $599 $196.80 $50 (Tanzania visa), $166
Traveler (aerial briefing), $95 (field
drive)

$19,681.49 $30 $196.80 $50 (Tanzania visa), $166
(aerial briefing), $95 (field
drive)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying
"
376,869,")
$13,849.89 $599 $196.80 $50 (Tanzania visa); $166
Traveler (aerial briefing); $95 (field
drive)

$13,849.89 $599 $196.80 $50 (Tanzania visa); $166
(aerial briefing); $95 (field
drive)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying
"
377,870,Error making sandwich
378,901,")
$16,537.61 $380.00 39.26
Accompanying
"
379,922,")
$2,247.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
380,923,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
381,924,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying nia nia nla nla
"
382,925,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
383,926,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
384,927,")
$4,115.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
385,928,") |
$4,115.73 $2,160.53 $1,035.08 | $3,145.01
Traveler breakdown attached |
! . = | _ -
Accompanying n/a na [n/a nla
"
386,929,")
$2,110.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
387,932,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
388,933,")

$4,322.73 $2,160.53 $1,035.08 $3,145.01
; breakdown attached

Traveler

Accompanying n/a n/a nia nia
"
389,934,")
$4,115.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
390,935,")
$2,110.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
391,936,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
392,937,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
393,938,")

$4,115.73 $2,160.53 $1,035.08 $3,145.01
breakdown attached

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

nla nia nla

Accompanying
"
394,939,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
395,940,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
396,941,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$5863.55 . $567.52 $619.92 (Meeting Rooms, interpreter,

Traveler Tour Guide, Entrance Fees, etc.)

Accompanying |N/A N/A

"
397,942,")
5863.55 1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $ 8 $567.51 Tour Guide, Entrance Fees, etc) *
Accompanying N/A N/A N/A NIA
"
398,943,")
1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $8704.55 $ $560.57 Tour Guide, Entrance Fees, etc.)
Accompanying |N/A N/A N/A N/A
"
399,944,")
5863.55 1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $ $ $567.52 Tour Guide, Entrance Fees, etc.)
Accompanying |N/A N/A N/A N/A
"
400,946,")
5863.55 1160. $619.92 (Meeting Rooms, Interpreter,

Traveler $ $ Onde $560.57 Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
401,947,")
5863.55 1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $ $ $560.57 Tour Guide, Entrance Fees, etc.)
Accompanying |N/A N/A N/A N/A
"
